unit,=,ns,,,,,
SBox_Type,Stage_Num,Switch_Num,Output_Num,Input_Num,Num_Loads,Rise_Delay,Fall_Delay
SB_LC,1,0,3,5,4,0.214931,0.2224726
SB_LC,1,0,3,5,5,0.2319675,0.2399605
SB_LC,1,0,3,5,6,0.24853,0.257452
SB_LC,1,0,3,5,7,0.2652594,0.2750853
SB_LC,1,0,3,5,8,0.2827429,0.2937986
SB_LC,1,0,4,0,1,0.1498626,0.1682782
SB_LC,1,0,4,0,2,0.1598702,0.1793683
SB_LC,1,0,4,0,3,0.1706746,0.1911011
SB_LC,1,0,4,0,4,0.1865025,0.2078666
SB_LC,1,0,4,0,5,0.2024827,0.2242702
SB_LC,1,0,4,0,6,0.2185734,0.2405725
SB_LC,1,0,4,0,7,0.2344843,0.2578142
SB_LC,1,0,4,0,8,0.2507158,0.2742436
SB_LC,1,0,4,1,1,0.1504649,0.167243
SB_LC,1,0,4,1,2,0.1607908,0.1791463
SB_LC,1,0,4,1,3,0.1730259,0.192129
SB_LC,1,0,4,1,4,0.1883561,0.2079626
SB_LC,1,0,4,1,5,0.2042464,0.2244273
SB_LC,1,0,4,1,6,0.2199911,0.2407928
SB_LC,1,0,4,1,7,0.235907,0.2578291
SB_LC,1,0,4,1,8,0.251864,0.2743225
SB_LC,1,0,4,2,1,0.1531467,0.1592942
SB_LC,1,0,4,2,2,0.1647829,0.1713824
SB_LC,1,0,4,2,3,0.1771243,0.1839666
SB_LC,1,0,4,2,4,0.1934919,0.2010824
SB_LC,1,0,4,2,5,0.2096963,0.2180718
SB_LC,1,0,4,2,6,0.2254741,0.2343325
SB_LC,1,0,4,2,7,0.2415106,0.2512044
SB_LC,1,0,4,2,8,0.2576882,0.2677623
SB_LC,1,0,4,3,1,0.1579952,0.1655822
SB_LC,1,0,4,3,2,0.1650311,0.1730825
SB_LC,1,0,4,3,3,0.1784313,0.1873831
SB_LC,1,0,4,3,4,0.1941395,0.2038666
SB_LC,1,0,4,3,5,0.208623,0.2198295
SB_LC,1,0,4,3,6,0.2228588,0.2350901
SB_LC,1,0,4,3,7,0.2368921,0.2502051
SB_LC,1,0,4,3,8,0.2501967,0.2643611
SB_LC,1,0,4,4,1,0.1637553,0.1688389
SB_LC,1,0,4,4,2,0.1749635,0.1808509
SB_LC,1,0,4,4,3,0.1878573,0.1935556
SB_LC,1,0,4,4,4,0.2025243,0.2080958
SB_LC,1,0,4,4,5,0.2183699,0.2248116
SB_LC,1,0,4,4,6,0.2344603,0.2416222
SB_LC,1,0,4,4,7,0.2506296,0.2580673
SB_LC,1,0,4,4,8,0.2668221,0.275426
SB_LC,1,0,4,5,1,0.1652838,0.1724113
SB_LC,1,0,4,5,2,0.1770278,0.1839404
SB_LC,1,0,4,5,3,0.1882372,0.195317
SB_LC,1,0,4,5,4,0.2045731,0.2122387
SB_LC,1,0,4,5,5,0.2208971,0.2289158
SB_LC,1,0,4,5,6,0.2369215,0.2456933
SB_LC,1,0,4,5,7,0.252931,0.2624443
SB_LC,1,0,4,5,8,0.269024,0.2795196
SB_LC,1,0,5,0,1,0.1694502,0.1866919
SB_LC,1,0,5,0,2,0.1762018,0.1953396
SB_LC,1,0,5,0,3,0.18773,0.208019
SB_LC,1,0,5,0,4,0.2045024,0.2259159
SB_LC,1,0,5,0,5,0.221405,0.2434122
SB_LC,1,0,5,0,6,0.2386719,0.2609425
SB_LC,1,0,5,0,7,0.2555988,0.2784774
SB_LC,1,0,5,0,8,0.2731055,0.2979944
SB_LC,1,0,5,1,1,0.1701269,0.1860707
SB_LC,1,0,5,1,2,0.1771665,0.1949703
SB_LC,1,0,5,1,3,0.1901721,0.2089855
SB_LC,1,0,5,1,4,0.2064024,0.2260925
SB_LC,1,0,5,1,5,0.2232855,0.2436794
SB_LC,1,0,5,1,6,0.2401178,0.2610754
SB_LC,1,0,5,1,7,0.2570972,0.279056
SB_LC,1,0,5,1,8,0.2744836,0.2979709
SB_LC,1,0,5,2,1,0.1772097,0.1831452
SB_LC,1,0,5,2,2,0.1823557,0.1894356
SB_LC,1,0,5,2,3,0.1953434,0.2029925
SB_LC,1,0,5,2,4,0.2127452,0.2212792
SB_LC,1,0,5,2,5,0.2299884,0.2390573
SB_LC,1,0,5,2,6,0.2468822,0.2576836
SB_LC,1,0,5,2,7,0.2639651,0.2755787
SB_LC,1,0,5,2,8,0.2815686,0.2943089
SB_LC,1,0,5,3,1,0.1702361,0.1754835
SB_LC,1,0,5,3,2,0.1784061,0.1847967
SB_LC,1,0,5,3,3,0.1930011,0.2006004
SB_LC,1,0,5,3,4,0.2095578,0.2181847
SB_LC,1,0,5,3,5,0.2252654,0.2352265
SB_LC,1,0,5,3,6,0.2409888,0.2517318
SB_LC,1,0,5,3,7,0.2566011,0.2684089
SB_LC,1,0,5,3,8,0.2719373,0.2839964
SB_LC,1,0,5,4,1,0.1830732,0.1873017
SB_LC,1,0,5,4,2,0.191164,0.1965185
SB_LC,1,0,5,4,3,0.2046964,0.2101666
SB_LC,1,0,5,4,4,0.2205726,0.2266068
SB_LC,1,0,5,4,5,0.2375051,0.2445177
SB_LC,1,0,5,4,6,0.2545683,0.2625019
SB_LC,1,0,5,4,7,0.2717125,0.2801635
SB_LC,1,0,5,4,8,0.2889307,0.2986764
SB_LC,1,0,5,5,1,0.1852067,0.1906498
SB_LC,1,0,5,5,2,0.1932788,0.1998112
SB_LC,1,0,5,5,3,0.2051994,0.2119914
SB_LC,1,0,5,5,4,0.2224661,0.2299975
SB_LC,1,0,5,5,5,0.2396994,0.2477785
SB_LC,1,0,5,5,6,0.2566974,0.2656847
SB_LC,1,0,5,5,7,0.273859,0.2836727
SB_LC,1,0,5,5,8,0.2913617,0.302954
SB_LC,1,0,6,0,1,0.1623203,0.180532
SB_LC,1,0,6,0,2,0.173389,0.1930329
SB_LC,1,0,6,0,3,0.1898612,0.2108642
SB_LC,1,0,6,0,4,0.2066859,0.228846
SB_LC,1,0,6,0,5,0.2237898,0.246361
SB_LC,1,0,6,0,6,0.2411218,0.2640974
SB_LC,1,0,6,0,7,0.2581101,0.2828997
SB_LC,1,0,6,0,8,0.2754327,0.3005137
SB_LC,1,0,6,1,1,0.1620125,0.1784342
SB_LC,1,0,6,1,2,0.174558,0.1921583
SB_LC,1,0,6,1,3,0.1910702,0.2094937
SB_LC,1,0,6,1,4,0.2079291,0.2274743
SB_LC,1,0,6,1,5,0.2250833,0.2457595
SB_LC,1,0,6,1,6,0.2421303,0.2634736
SB_LC,1,0,6,1,7,0.2591702,0.2817765
SB_LC,1,0,6,1,8,0.2762971,0.2994062
SB_LC,1,0,6,2,1,0.1705642,0.1774719
SB_LC,1,0,6,2,2,0.1833105,0.1909003
SB_LC,1,0,6,2,3,0.1980492,0.2062751
SB_LC,1,0,6,2,4,0.2155203,0.2245558
SB_LC,1,0,6,2,5,0.2327404,0.2430367
SB_LC,1,0,6,2,6,0.2496857,0.2609168
SB_LC,1,0,6,2,7,0.2668538,0.2793304
SB_LC,1,0,6,2,8,0.2841732,0.2972799
SB_LC,1,0,6,3,1,0.1716737,0.1790193
SB_LC,1,0,6,3,2,0.1853348,0.193941
SB_LC,1,0,6,3,3,0.2011451,0.2102117
SB_LC,1,0,6,3,4,0.2189312,0.2285819
SB_LC,1,0,6,3,5,0.2365723,0.2476173
SB_LC,1,0,6,3,6,0.2547493,0.2667646
SB_LC,1,0,6,3,7,0.2730455,0.2855096
SB_LC,1,0,6,3,8,0.291394,0.3043784
SB_LC,1,0,6,4,1,0.1682506,0.1710865
SB_LC,1,0,6,4,2,0.1836973,0.18705
SB_LC,1,0,6,4,3,0.201001,0.2046479
SB_LC,1,0,6,4,4,0.2185265,0.2224541
SB_LC,1,0,6,4,5,0.2357109,0.2401072
SB_LC,1,0,6,4,6,0.2530701,0.2580674
SB_LC,1,0,6,4,7,0.2703544,0.2758922
SB_LC,1,0,6,4,8,0.287636,0.2938395
SB_LC,1,0,6,5,1,0.1781043,0.1848635
SB_LC,1,0,6,5,2,0.1902096,0.1968258
SB_LC,1,0,6,5,3,0.2073963,0.2145868
SB_LC,1,0,6,5,4,0.2248073,0.2326667
SB_LC,1,0,6,5,5,0.2422494,0.2506732
SB_LC,1,0,6,5,6,0.2593228,0.2687379
SB_LC,1,0,6,5,7,0.2765785,0.2867859
SB_LC,1,0,6,5,8,0.2937332,0.3053671
SB_LC,1,0,7,0,1,0.1629157,0.1807393
SB_LC,1,0,7,0,2,0.1739541,0.1929048
SB_LC,1,0,7,0,3,0.1904426,0.2107268
SB_LC,1,0,7,0,4,0.2072898,0.2287618
SB_LC,1,0,7,0,5,0.2244165,0.2461086
SB_LC,1,0,7,0,6,0.2417513,0.2638677
SB_LC,1,0,7,0,7,0.2587515,0.2827166
SB_LC,1,0,7,0,8,0.276038,0.3003983
SB_LC,1,0,7,1,1,0.1636168,0.1798547
SB_LC,1,0,7,1,2,0.1763377,0.193103
SB_LC,1,0,7,1,3,0.1927036,0.2106383
SB_LC,1,0,7,1,4,0.2093408,0.2285597
SB_LC,1,0,7,1,5,0.2264908,0.2463912
SB_LC,1,0,7,1,6,0.2433995,0.264463
SB_LC,1,0,7,1,7,0.2604291,0.2823279
SB_LC,1,0,7,1,8,0.2774464,0.3004105
SB_LC,1,0,7,2,1,0.1711186,0.1773627
SB_LC,1,0,7,2,2,0.1838589,0.1907447
SB_LC,1,0,7,2,3,0.1987688,0.2062872
SB_LC,1,0,7,2,4,0.2160543,0.2245047
SB_LC,1,0,7,2,5,0.2332898,0.2429761
SB_LC,1,0,7,2,6,0.2502127,0.2607549
SB_LC,1,0,7,2,7,0.2673908,0.279077
SB_LC,1,0,7,2,8,0.2846614,0.29725
SB_LC,1,0,7,3,1,0.1721237,0.1795577
SB_LC,1,0,7,3,2,0.1856803,0.1938467
SB_LC,1,0,7,3,3,0.2013307,0.2096942
SB_LC,1,0,7,3,4,0.2189052,0.2285598
SB_LC,1,0,7,3,5,0.2362179,0.2470121
SB_LC,1,0,7,3,6,0.253956,0.2661062
SB_LC,1,0,7,3,7,0.2717058,0.2847522
SB_LC,1,0,7,3,8,0.2895497,0.3037077
SB_LC,1,0,7,4,1,0.1766039,0.1810154
SB_LC,1,0,7,4,2,0.1900427,0.1945181
SB_LC,1,0,7,4,3,0.205398,0.2104696
SB_LC,1,0,7,4,4,0.2229384,0.2285761
SB_LC,1,0,7,4,5,0.2399473,0.2464411
SB_LC,1,0,7,4,6,0.2572206,0.2645416
SB_LC,1,0,7,4,7,0.2745364,0.2825583
SB_LC,1,0,7,4,8,0.2917383,0.3009663
SB_LC,1,0,7,5,1,0.1684177,0.1718834
SB_LC,1,0,7,5,2,0.1856741,0.1892187
SB_LC,1,0,7,5,3,0.2031018,0.2069731
SB_LC,1,0,7,5,4,0.2204815,0.224534
SB_LC,1,0,7,5,5,0.2378818,0.242255
SB_LC,1,0,7,5,6,0.255046,0.260178
SB_LC,1,0,7,5,7,0.2722873,0.2777966
SB_LC,1,0,7,5,8,0.2893868,0.2955618
SB_LC,1,1,0,0,1,0.1541255,0.1708088
SB_LC,1,1,0,0,2,0.1743438,0.1931094
SB_LC,1,1,0,0,3,0.19624,0.2166741
SB_LC,1,1,0,0,4,0.2185416,0.2405155
SB_LC,1,1,0,0,5,0.2403939,0.2638094
SB_LC,1,1,0,0,6,0.2620535,0.2873032
SB_LC,1,1,0,0,7,0.2835061,0.3099948
SB_LC,1,1,0,0,8,0.3048368,0.333439
SB_LC,1,1,0,1,1,0.1558612,0.1725314
SB_LC,1,1,0,1,2,0.174215,0.1924489
SB_LC,1,1,0,1,3,0.1951,0.2147211
SB_LC,1,1,0,1,4,0.2167714,0.2382426
SB_LC,1,1,0,1,5,0.2383844,0.261647
SB_LC,1,1,0,1,6,0.2598787,0.285116
SB_LC,1,1,0,1,7,0.281242,0.3076928
SB_LC,1,1,0,1,8,0.3024938,0.331203
SB_LC,1,1,0,2,1,0.158435,0.174116
SB_LC,1,1,0,2,2,0.1763747,0.1939614
SB_LC,1,1,0,2,3,0.1981516,0.21729
SB_LC,1,1,0,2,4,0.219699,0.2410116
SB_LC,1,1,0,2,5,0.2414285,0.2645005
SB_LC,1,1,0,2,6,0.2629646,0.2876375
SB_LC,1,1,0,2,7,0.2844649,0.3093572
SB_LC,1,1,0,2,8,0.3057592,0.333447
SB_LC,1,1,0,3,1,0.1621261,0.1783116
SB_LC,1,1,0,3,2,0.1800555,0.1979486
SB_LC,1,1,0,3,3,0.2024555,0.2223363
SB_LC,1,1,0,3,4,0.2253294,0.2476502
SB_LC,1,1,0,3,5,0.2486482,0.2733342
SB_LC,1,1,0,3,6,0.2725834,0.3003451
SB_LC,1,1,0,3,7,0.2974319,0.3290061
SB_LC,1,1,0,3,8,0.3231821,0.359109
SB_LC,1,1,0,4,1,0.163639,0.1783113
SB_LC,1,1,0,4,2,0.1798418,0.1963578
SB_LC,1,1,0,4,3,0.2010791,0.2192405
SB_LC,1,1,0,4,4,0.2231656,0.2426215
SB_LC,1,1,0,4,5,0.2447873,0.2659761
SB_LC,1,1,0,4,6,0.2662291,0.2890706
SB_LC,1,1,0,4,7,0.2878084,0.312392
SB_LC,1,1,0,4,8,0.3089763,0.3349362
SB_LC,1,1,0,5,1,0.1692469,0.1850684
SB_LC,1,1,0,5,2,0.1839714,0.2011213
SB_LC,1,1,0,5,3,0.2056825,0.2242434
SB_LC,1,1,0,5,4,0.22771,0.247983
SB_LC,1,1,0,5,5,0.2493091,0.271041
SB_LC,1,1,0,5,6,0.2709463,0.2945743
SB_LC,1,1,0,5,7,0.2922316,0.3173081
SB_LC,1,1,0,5,8,0.3135283,0.3405547
SB_LC,1,1,1,0,1,0.1370952,0.1527544
SB_LC,1,1,1,0,2,0.1531291,0.1703211
SB_LC,1,1,1,0,3,0.1733485,0.1917596
SB_LC,1,1,1,0,4,0.1939336,0.2134291
SB_LC,1,1,1,0,5,0.2145015,0.2347858
SB_LC,1,1,1,0,6,0.234629,0.2562249
SB_LC,1,1,1,0,7,0.2547757,0.2777632
SB_LC,1,1,1,0,8,0.2748639,0.2991661
SB_LC,1,1,1,1,1,0.1368562,0.151913
SB_LC,1,1,1,1,2,0.1538389,0.1708724
SB_LC,1,1,1,1,3,0.1712975,0.1890317
SB_LC,1,1,1,1,4,0.1916158,0.2109319
SB_LC,1,1,1,1,5,0.2118945,0.2324277
SB_LC,1,1,1,1,6,0.2318523,0.2542425
SB_LC,1,1,1,1,7,0.2519268,0.2756304
SB_LC,1,1,1,1,8,0.2720273,0.2971482
SB_LC,1,1,1,2,1,0.1412507,0.1564077
SB_LC,1,1,1,2,2,0.1581421,0.1743656
SB_LC,1,1,1,2,3,0.1754673,0.1926386
SB_LC,1,1,1,2,4,0.1953671,0.2131522
SB_LC,1,1,1,2,5,0.2155842,0.2357742
SB_LC,1,1,1,2,6,0.2355333,0.257078
SB_LC,1,1,1,2,7,0.2557007,0.2783111
SB_LC,1,1,1,2,8,0.2757591,0.2996224
SB_LC,1,1,1,3,1,0.1445569,0.1589289
SB_LC,1,1,1,3,2,0.1609634,0.1762608
SB_LC,1,1,1,3,3,0.1783749,0.1952063
SB_LC,1,1,1,3,4,0.1983095,0.2160683
SB_LC,1,1,1,3,5,0.2178194,0.2364939
SB_LC,1,1,1,3,6,0.2365434,0.2560953
SB_LC,1,1,1,3,7,0.2547784,0.274483
SB_LC,1,1,1,3,8,0.2729097,0.2940065
SB_LC,1,1,1,4,1,0.1464892,0.1601414
SB_LC,1,1,1,4,2,0.1616904,0.1769987
SB_LC,1,1,1,4,3,0.1785181,0.1946857
SB_LC,1,1,1,4,4,0.1988522,0.216107
SB_LC,1,1,1,4,5,0.2189169,0.2379473
SB_LC,1,1,1,4,6,0.238953,0.2593536
SB_LC,1,1,1,4,7,0.2591137,0.2798545
SB_LC,1,1,1,4,8,0.278946,0.3011237
SB_LC,1,1,1,5,1,0.1520933,0.1670649
SB_LC,1,1,1,5,2,0.1660332,0.1815071
SB_LC,1,1,1,5,3,0.1831117,0.1998152
SB_LC,1,1,1,5,4,0.2034942,0.2213707
SB_LC,1,1,1,5,5,0.2234632,0.2424944
SB_LC,1,1,1,5,6,0.2435153,0.2636563
SB_LC,1,1,1,5,7,0.263391,0.2848556
SB_LC,1,1,1,5,8,0.2834783,0.3064585
SB_LC,1,1,2,0,1,0.128275,0.1433833
SB_LC,1,1,2,0,2,0.1456579,0.1620907
SB_LC,1,1,2,0,3,0.1636707,0.1810391
SB_LC,1,1,2,0,4,0.1833497,0.2017064
SB_LC,1,1,2,0,5,0.2031481,0.2222051
SB_LC,1,1,2,0,6,0.2224488,0.2426616
SB_LC,1,1,2,0,7,0.2417872,0.2633252
SB_LC,1,1,2,0,8,0.2609601,0.2837627
SB_LC,1,1,2,1,1,0.1319953,0.1473951
SB_LC,1,1,2,1,2,0.1469368,0.1632339
SB_LC,1,1,2,1,3,0.1633663,0.1803388
SB_LC,1,1,2,1,4,0.1827944,0.2011166
SB_LC,1,1,2,1,5,0.202224,0.2215955
SB_LC,1,1,2,1,6,0.2212528,0.2425544
SB_LC,1,1,2,1,7,0.2404847,0.2630524
SB_LC,1,1,2,1,8,0.2596677,0.2835214
SB_LC,1,1,2,2,1,0.1344224,0.1486192
SB_LC,1,1,2,2,2,0.150674,0.1664804
SB_LC,1,1,2,2,3,0.1681734,0.1849343
SB_LC,1,1,2,2,4,0.1858501,0.2029043
SB_LC,1,1,2,2,5,0.2053095,0.2247245
SB_LC,1,1,2,2,6,0.2244405,0.2452394
SB_LC,1,1,2,2,7,0.2438674,0.2656128
SB_LC,1,1,2,2,8,0.2630509,0.286131
SB_LC,1,1,2,3,1,0.1377747,0.1521515
SB_LC,1,1,2,3,2,0.1537102,0.1700044
SB_LC,1,1,2,3,3,0.1715025,0.188669
SB_LC,1,1,2,3,4,0.1896839,0.2078327
SB_LC,1,1,2,3,5,0.2094021,0.2288099
SB_LC,1,1,2,3,6,0.2289379,0.2495645
SB_LC,1,1,2,3,7,0.2485583,0.2695967
SB_LC,1,1,2,3,8,0.2684841,0.2912427
SB_LC,1,1,2,4,1,0.1396581,0.1534189
SB_LC,1,1,2,4,2,0.1542868,0.1683952
SB_LC,1,1,2,4,3,0.1712896,0.1869472
SB_LC,1,1,2,4,4,0.1893882,0.2058913
SB_LC,1,1,2,4,5,0.2086416,0.2268792
SB_LC,1,1,2,4,6,0.2279588,0.2475193
SB_LC,1,1,2,4,7,0.247374,0.2672359
SB_LC,1,1,2,4,8,0.2663163,0.2875308
SB_LC,1,1,2,5,1,0.1451862,0.1596084
SB_LC,1,1,2,5,2,0.158578,0.1737572
SB_LC,1,1,2,5,3,0.1759022,0.1920693
SB_LC,1,1,2,5,4,0.1940341,0.2111362
SB_LC,1,1,2,5,5,0.2131805,0.2314005
SB_LC,1,1,2,5,6,0.232447,0.2517704
SB_LC,1,1,2,5,7,0.251575,0.2721792
SB_LC,1,1,2,5,8,0.2707828,0.2927883
SB_LC,1,1,3,0,1,0.126967,0.1420903
SB_LC,1,1,3,0,2,0.1435588,0.1599509
SB_LC,1,1,3,0,3,0.1627509,0.1804885
SB_LC,1,1,3,0,4,0.1823569,0.2011527
SB_LC,1,1,3,0,5,0.2020816,0.2215863
SB_LC,1,1,3,0,6,0.2213066,0.2419693
SB_LC,1,1,3,0,7,0.2405897,0.2625878
SB_LC,1,1,3,0,8,0.2596643,0.2829658
SB_LC,1,1,3,1,1,0.1244545,0.137975
SB_LC,1,1,3,1,2,0.1417838,0.1569145
SB_LC,1,1,3,1,3,0.1599505,0.1757813
SB_LC,1,1,3,1,4,0.1791296,0.1962062
SB_LC,1,1,3,1,5,0.1983623,0.2162262
SB_LC,1,1,3,1,6,0.2171554,0.236915
SB_LC,1,1,3,1,7,0.2361812,0.2570674
SB_LC,1,1,3,1,8,0.2550535,0.2769458
SB_LC,1,1,3,2,1,0.1312515,0.1455935
SB_LC,1,1,3,2,2,0.147196,0.1627853
SB_LC,1,1,3,2,3,0.1650508,0.1805154
SB_LC,1,1,3,2,4,0.1841522,0.2010212
SB_LC,1,1,3,2,5,0.2034742,0.222683
SB_LC,1,1,3,2,6,0.2224627,0.2430916
SB_LC,1,1,3,2,7,0.2417631,0.2632597
SB_LC,1,1,3,2,8,0.260771,0.2836571
SB_LC,1,1,3,3,1,0.1346445,0.148675
SB_LC,1,1,3,3,2,0.1502354,0.1661567
SB_LC,1,1,3,3,3,0.168512,0.1846316
SB_LC,1,1,3,3,4,0.1880429,0.2058932
SB_LC,1,1,3,3,5,0.207587,0.2268093
SB_LC,1,1,3,3,6,0.2269489,0.247376
SB_LC,1,1,3,3,7,0.2462914,0.267266
SB_LC,1,1,3,3,8,0.265902,0.2887742
SB_LC,1,1,3,4,1,0.136355,0.1495385
SB_LC,1,1,3,4,2,0.150743,0.1652108
SB_LC,1,1,3,4,3,0.1681279,0.1834919
SB_LC,1,1,3,4,4,0.1875864,0.2040297
SB_LC,1,1,3,4,5,0.2067115,0.2249142
SB_LC,1,1,3,4,6,0.2259175,0.2454531
SB_LC,1,1,3,4,7,0.2451955,0.2650538
SB_LC,1,1,3,4,8,0.2639474,0.2851561
SB_LC,1,1,3,5,1,0.1419867,0.1558797
SB_LC,1,1,3,5,2,0.1551191,0.1698064
SB_LC,1,1,3,5,3,0.1728322,0.1888236
SB_LC,1,1,3,5,4,0.1923563,0.2092594
SB_LC,1,1,3,5,5,0.2113618,0.2294493
SB_LC,1,1,3,5,6,0.2304834,0.2496961
SB_LC,1,1,3,5,7,0.2495056,0.2699785
SB_LC,1,1,3,5,8,0.2685518,0.2903683
SB_LC,1,1,4,0,1,0.1258912,0.1408963
SB_LC,1,1,4,0,2,0.1437489,0.1599511
SB_LC,1,1,4,0,3,0.1624805,0.1798809
SB_LC,1,1,4,0,4,0.1819949,0.2003985
SB_LC,1,1,4,0,5,0.2015593,0.2208285
SB_LC,1,1,4,0,6,0.220684,0.2411016
SB_LC,1,1,4,0,7,0.2399018,0.2616335
SB_LC,1,1,4,0,8,0.2589125,0.2819177
SB_LC,1,1,4,1,1,0.1276992,0.142683
SB_LC,1,1,4,1,2,0.14387,0.160012
SB_LC,1,1,4,1,3,0.1622451,0.1794623
SB_LC,1,1,4,1,4,0.1809043,0.1989405
SB_LC,1,1,4,1,5,0.1998836,0.2189683
SB_LC,1,1,4,1,6,0.2186468,0.239664
SB_LC,1,1,4,1,7,0.2376829,0.2599206
SB_LC,1,1,4,1,8,0.2566244,0.2801144
SB_LC,1,1,4,2,1,0.1249463,0.137986
SB_LC,1,1,4,2,2,0.1431224,0.1572314
SB_LC,1,1,4,2,3,0.1621561,0.1772071
SB_LC,1,1,4,2,4,0.1811546,0.1974751
SB_LC,1,1,4,2,5,0.2002555,0.2178115
SB_LC,1,1,4,2,6,0.2190358,0.2378886
SB_LC,1,1,4,2,7,0.2381074,0.2575999
SB_LC,1,1,4,2,8,0.256983,0.2777173
SB_LC,1,1,4,3,1,0.1334604,0.1479968
SB_LC,1,1,4,3,2,0.1482694,0.1635461
SB_LC,1,1,4,3,3,0.1678274,0.1842274
SB_LC,1,1,4,3,4,0.1874378,0.2051024
SB_LC,1,1,4,3,5,0.2069761,0.2260379
SB_LC,1,1,4,3,6,0.2263934,0.2466704
SB_LC,1,1,4,3,7,0.2458771,0.2667045
SB_LC,1,1,4,3,8,0.2657682,0.2884949
SB_LC,1,1,4,4,1,0.1352896,0.1479658
SB_LC,1,1,4,4,2,0.1495637,0.1632474
SB_LC,1,1,4,4,3,0.1676893,0.1828518
SB_LC,1,1,4,4,4,0.1870979,0.2035774
SB_LC,1,1,4,4,5,0.2061691,0.2239457
SB_LC,1,1,4,4,6,0.2252052,0.2443732
SB_LC,1,1,4,4,7,0.2444036,0.2638594
SB_LC,1,1,4,4,8,0.26308,0.2838745
SB_LC,1,1,4,5,1,0.1409174,0.154776
SB_LC,1,1,4,5,2,0.1538685,0.1684387
SB_LC,1,1,4,5,3,0.1723801,0.1880001
SB_LC,1,1,4,5,4,0.1918208,0.2083562
SB_LC,1,1,4,5,5,0.2107404,0.2284428
SB_LC,1,1,4,5,6,0.2296904,0.248594
SB_LC,1,1,4,5,7,0.2485839,0.2687225
SB_LC,1,1,4,5,8,0.2675379,0.2889833
SB_LC,1,1,5,0,1,0.1321281,0.1479794
SB_LC,1,1,5,0,2,0.1496493,0.1668305
SB_LC,1,1,5,0,3,0.1683909,0.1864912
SB_LC,1,1,5,0,4,0.1873491,0.2065308
SB_LC,1,1,5,0,5,0.2064104,0.2261228
SB_LC,1,1,5,0,6,0.2259031,0.2467781
SB_LC,1,1,5,0,7,0.2448708,0.267261
SB_LC,1,1,5,0,8,0.2642031,0.2879038
SB_LC,1,1,5,1,1,0.1338996,0.1494412
SB_LC,1,1,5,1,2,0.1506958,0.1674772
SB_LC,1,1,5,1,3,0.1683912,0.1863635
SB_LC,1,1,5,1,4,0.1870726,0.2061592
SB_LC,1,1,5,1,5,0.2055775,0.2257377
SB_LC,1,1,5,1,6,0.2237314,0.2449558
SB_LC,1,1,5,1,7,0.242619,0.2654652
SB_LC,1,1,5,1,8,0.2618653,0.2860945
SB_LC,1,1,5,2,1,0.1362994,0.1514036
SB_LC,1,1,5,2,2,0.1518102,0.167716
SB_LC,1,1,5,2,3,0.1694201,0.1865934
SB_LC,1,1,5,2,4,0.1881467,0.2064076
SB_LC,1,1,5,2,5,0.2074335,0.2266902
SB_LC,1,1,5,2,6,0.2265945,0.2473648
SB_LC,1,1,5,2,7,0.245791,0.2677625
SB_LC,1,1,5,2,8,0.2650512,0.2883891
SB_LC,1,1,5,3,1,0.1334559,0.1456876
SB_LC,1,1,5,3,2,0.1506737,0.164927
SB_LC,1,1,5,3,3,0.169805,0.1850893
SB_LC,1,1,5,3,4,0.1888989,0.2042627
SB_LC,1,1,5,3,5,0.2082929,0.2251455
SB_LC,1,1,5,3,6,0.2272506,0.2441805
SB_LC,1,1,5,3,7,0.2459369,0.2636778
SB_LC,1,1,5,3,8,0.2651092,0.2842885
SB_LC,1,1,5,4,1,0.1415457,0.1549939
SB_LC,1,1,5,4,2,0.1537937,0.1680248
SB_LC,1,1,5,4,3,0.1721621,0.187795
SB_LC,1,1,5,4,4,0.191342,0.2082597
SB_LC,1,1,5,4,5,0.210531,0.2281329
SB_LC,1,1,5,4,6,0.229638,0.2484932
SB_LC,1,1,5,4,7,0.2489499,0.2689077
SB_LC,1,1,5,4,8,0.2679346,0.2892985
SB_LC,1,1,5,5,1,0.1471958,0.1618066
SB_LC,1,1,5,5,2,0.1595799,0.1747916
SB_LC,1,1,5,5,3,0.1769552,0.193131
SB_LC,1,1,5,5,4,0.1959459,0.2128011
SB_LC,1,1,5,5,5,0.2151066,0.2332357
SB_LC,1,1,5,5,6,0.2343413,0.2537214
SB_LC,1,1,5,5,7,0.2533454,0.2740415
SB_LC,1,1,5,5,8,0.2726091,0.2947811
SB_LC,1,1,6,0,1,0.1360405,0.1519357
SB_LC,1,1,6,0,2,0.1535047,0.1706412
SB_LC,1,1,6,0,3,0.1726125,0.1906795
SB_LC,1,1,6,0,4,0.1923916,0.2114389
SB_LC,1,1,6,0,5,0.2126264,0.2324918
SB_LC,1,1,6,0,6,0.2325625,0.2535891
SB_LC,1,1,6,0,7,0.2519843,0.2745711
SB_LC,1,1,6,0,8,0.2717601,0.295714
SB_LC,1,1,6,1,1,0.137783,0.1535034
SB_LC,1,1,6,1,2,0.1549558,0.1717574
SB_LC,1,1,6,1,3,0.1725398,0.1905429
SB_LC,1,1,6,1,4,0.1915976,0.2107412
SB_LC,1,1,6,1,5,0.2110108,0.2311458
SB_LC,1,1,6,1,6,0.2302928,0.2515605
SB_LC,1,1,6,1,7,0.249718,0.2726942
SB_LC,1,1,6,1,8,0.2694193,0.2938771
